Pointer,Clarity,Color,Price,Font
0.90-0.99,SI3,K,2000,BOLD
0.90-0.99,I1,K,1600,BOLD
0.90-0.99,I2,K,1200,BOLD
0.90-0.99,I3,K,800,BOLD
0.90-0.99,IF,L,2600,BOLD
0.90-0.99,VVS1,L,2500,BOLD
0.90-0.99,VVS2,L,2400,BOLD
0.90-0.99,VS1,L,2300,BOLD
0.90-0.99,VS2,L,2200,BOLD
0.90-0.99,SI1,L,2100,BOLD
0.90-0.99,SI2,L,1900,BOLD
0.90-0.99,SI3,L,1700,BOLD
0.90-0.99,I1,L,1300,BOLD
0.90-0.99,I2,L,1000,BOLD
0.90-0.99,I3,L,700,BOLD
0.90-0.99,IF,M,2200,BOLD
0.90-0.99,VVS1,M,2100,BOLD
0.90-0.99,VVS2,M,2000,BOLD
0.90-0.99,VS1,M,1900,BOLD
0.90-0.99,VS2,M,1800,BOLD
0.90-0.99,SI1,M,1700,BOLD
0.90-0.99,SI2,M,1600,BOLD
0.90-0.99,SI3,M,1500,BOLD
0.90-0.99,I1,M,1100,BOLD
0.90-0.99,I2,M,900,BOLD
0.90-0.99,I3,M,700,BOLD
0.90-0.99,IF,D,9200,BOLD
0.90-0.99,VVS1,D,7800,BOLD
0.90-0.99,VVS2,D,7100,BOLD
0.90-0.99,VS1,D,6500,BOLD
0.90-0.99,VS2,D,5900,BOLD
0.90-0.99,SI1,D,5000,BOLD
0.90-0.99,SI2,D,4400,BOLD
0.90-0.99,SI3,D,3700,BOLD
0.90-0.99,I1,D,2700,BOLD
0.90-0.99,I2,D,1800,BOLD
0.90-0.99,I3,D,1100,BOLD
0.90-0.99,IF,E,7700,BOLD
0.90-0.99,VVS1,E,7100,BOLD
0.90-0.99,VVS2,E,6500,BOLD
0.90-0.99,VS1,E,6000,BOLD
0.90-0.99,VS2,E,5600,BOLD
0.90-0.99,SI1,E,4800,BOLD
0.90-0.99,SI2,E,4200,BOLD
0.90-0.99,SI3,E,3500,BOLD
0.90-0.99,I1,E,2600,BOLD
0.90-0.99,I2,E,1700,BOLD
0.90-0.99,I3,E,1000,BOLD
0.90-0.99,IF,F,6900,BOLD
0.90-0.99,VVS1,F,6400,BOLD
0.90-0.99,VVS2,F,6000,BOLD
0.90-0.99,VS1,F,5700,BOLD
0.90-0.99,VS2,F,5400,BOLD
0.90-0.99,SI1,F,4600,BOLD
0.90-0.99,SI2,F,4000,BOLD
0.90-0.99,SI3,F,3300,BOLD
0.90-0.99,I1,F,2500,BOLD
0.90-0.99,I2,F,1600,BOLD
0.90-0.99,I3,F,1000,BOLD
0.90-0.99,IF,G,6200,BOLD
0.90-0.99,VVS1,G,5900,BOLD
0.90-0.99,VVS2,G,5600,BOLD
0.90-0.99,VS1,G,5400,BOLD
0.90-0.99,VS2,G,5100,BOLD
0.90-0.99,SI1,G,4400,BOLD
0.90-0.99,SI2,G,3800,BOLD
0.90-0.99,SI3,G,3100,BOLD
0.90-0.99,I1,G,2400,BOLD
0.90-0.99,I2,G,1600,BOLD
0.90-0.99,I3,G,900,BOLD
0.90-0.99,IF,H,5600,BOLD
0.90-0.99,VVS1,H,5400,BOLD
0.90-0.99,VVS2,H,5200,BOLD
0.90-0.99,VS1,H,4900,BOLD
0.90-0.99,VS2,H,4600,BOLD
0.90-0.99,SI1,H,4000,BOLD
0.90-0.99,SI2,H,3500,BOLD
0.90-0.99,SI3,H,2900,BOLD
0.90-0.99,I1,H,2300,BOLD
0.90-0.99,I2,H,1500,BOLD
0.90-0.99,I3,H,900,BOLD
0.90-0.99,IF,I,4800,BOLD
0.90-0.99,VVS1,I,4600,BOLD
0.90-0.99,VVS2,I,4400,BOLD
0.90-0.99,VS1,I,4200,BOLD
0.90-0.99,VS2,I,3900,BOLD
0.90-0.99,SI1,I,3500,BOLD
0.90-0.99,SI2,I,3200,BOLD
0.90-0.99,SI3,I,2700,BOLD
0.90-0.99,I1,I,2100,BOLD
0.90-0.99,I2,I,1400,BOLD
0.90-0.99,I3,I,900,BOLD
0.90-0.99,IF,J,3900,BOLD
0.90-0.99,VVS1,J,3700,BOLD
0.90-0.99,VVS2,J,3600,BOLD
0.90-0.99,VS1,J,3500,BOLD
0.90-0.99,VS2,J,3300,BOLD
0.90-0.99,SI1,J,3000,BOLD
0.90-0.99,SI2,J,2700,BOLD
0.90-0.99,SI3,J,2300,BOLD
0.90-0.99,I1,J,1900,BOLD
0.90-0.99,I2,J,1300,BOLD
0.90-0.99,I3,J,800,BOLD
0.90-0.99,IF,K,3200,BOLD
0.90-0.99,VVS1,K,3000,BOLD
0.90-0.99,VVS2,K,2900,BOLD
0.90-0.99,VS1,K,2800,BOLD
0.90-0.99,VS2,K,2700,BOLD
0.90-0.99,SI1,K,2500,BOLD
0.90-0.99,SI2,K,2300,BOLD
0.90-0.99,SI3,K,2000,BOLD
0.90-0.99,I1,K,1600,BOLD
0.90-0.99,I2,K,1200,BOLD
0.90-0.99,I3,K,800,BOLD
0.90-0.99,IF,L,2600,BOLD
0.90-0.99,VVS1,L,2500,BOLD
0.90-0.99,VVS2,L,2400,BOLD
0.90-0.99,VS1,L,2300,BOLD
0.90-0.99,VS2,L,2200,BOLD
0.90-0.99,SI1,L,2100,BOLD
0.90-0.99,SI2,L,1900,BOLD
0.90-0.99,SI3,L,1700,BOLD
0.90-0.99,I1,L,1300,BOLD
0.90-0.99,I2,L,1000,BOLD
0.90-0.99,I3,L,700,BOLD
0.90-0.99,IF,M,2200,BOLD
0.90-0.99,VVS1,M,2100,BOLD
0.90-0.99,VVS2,M,2000,BOLD
0.90-0.99,VS1,M,1900,BOLD
0.90-0.99,VS2,M,1800,BOLD
0.90-0.99,SI1,M,1700,BOLD
0.90-0.99,SI2,M,1600,BOLD
0.90-0.99,SI3,M,1500,BOLD
0.90-0.99,I1,M,1100,BOLD
0.90-0.99,I2,M,900,BOLD
0.90-0.99,I3,M,700,BOLD
1.00-1.49,IF,D,12500,BOLD
1.00-1.49,VVS1,D,10400,BOLD
1.00-1.49,VVS2,D,9400,BOLD
1.00-1.49,VS1,D,8500,BOLD
1.00-1.49,VS2,D,7500,BOLD
1.00-1.49,SI1,D,6300,BOLD
1.00-1.49,SI2,D,5300,BOLD
1.00-1.49,SI3,D,4300,BOLD
1.00-1.49,I1,D,3300,BOLD
1.00-1.49,I2,D,2100,BOLD
1.00-1.49,I3,D,1300,BOLD
1.00-1.49,IF,E,10400,BOLD
1.00-1.49,VVS1,E,9400,BOLD
1.00-1.49,VVS2,E,8700,BOLD
1.00-1.49,VS1,E,8000,BOLD
1.00-1.49,VS2,E,7200,BOLD
1.00-1.49,SI1,E,6000,BOLD
1.00-1.49,SI2,E,5100,BOLD
1.00-1.49,SI3,E,4100,BOLD
1.00-1.49,I1,E,3200,BOLD
1.00-1.49,I2,E,2000,BOLD
1.00-1.49,I3,E,1200,BOLD
1.00-1.49,IF,F,9400,BOLD
1.00-1.49,VVS1,F,8500,BOLD
1.00-1.49,VVS2,F,8000,BOLD
1.00-1.49,VS1,F,7500,BOLD
1.00-1.49,VS2,F,6900,BOLD
1.00-1.49,SI1,F,5700,BOLD
1.00-1.49,SI2,F,4900,BOLD
1.00-1.49,SI3,F,3900,BOLD
1.00-1.49,I1,F,3100,BOLD
1.00-1.49,I2,F,2000,BOLD
1.00-1.49,I3,F,1100,BOLD
1.00-1.49,IF,G,8100,BOLD
1.00-1.49,VVS1,G,7700,BOLD
1.00-1.49,VVS2,G,7300,BOLD
1.00-1.49,VS1,G,7000,BOLD
1.00-1.49,VS2,G,6600,BOLD
1.00-1.49,SI1,G,5400,BOLD
1.00-1.49,SI2,G,4700,BOLD
1.00-1.49,SI3,G,3700,BOLD
1.00-1.49,I1,G,2900,BOLD
1.00-1.49,I2,G,1900,BOLD
1.00-1.49,I3,G,1000,BOLD
1.00-1.49,IF,H,6900,BOLD
1.00-1.49,VVS1,H,6600,BOLD
1.00-1.49,VVS2,H,6300,BOLD
1.00-1.49,VS1,H,6000,BOLD
1.00-1.49,VS2,H,5700,BOLD
1.00-1.49,SI1,H,5000,BOLD
1.00-1.49,SI2,H,4400,BOLD
1.00-1.49,SI3,H,3500,BOLD
1.00-1.49,I1,H,2700,BOLD
1.00-1.49,I2,H,1800,BOLD
1.00-1.49,I3,H,1000,BOLD
1.00-1.49,IF,I,5900,BOLD
1.00-1.49,VVS1,I,5600,BOLD
1.00-1.49,VVS2,I,5400,BOLD
1.00-1.49,VS1,I,5200,BOLD
1.00-1.49,VS2,I,4900,BOLD
1.00-1.49,SI1,I,4400,BOLD
1.00-1.49,SI2,I,4000,BOLD
1.00-1.49,SI3,I,3200,BOLD
1.00-1.49,I1,I,2500,BOLD
1.00-1.49,I2,I,1700,BOLD
1.00-1.49,I3,I,1000,BOLD
1.00-1.49,IF,J,4800,BOLD
1.00-1.49,VVS1,J,4600,BOLD
1.00-1.49,VVS2,J,4400,BOLD
1.00-1.49,VS1,J,4200,BOLD
1.00-1.49,VS2,J,4000,BOLD
1.00-1.49,SI1,J,3600,BOLD
1.00-1.49,SI2,J,3300,BOLD
1.00-1.49,SI3,J,2700,BOLD
1.00-1.49,I1,J,2200,BOLD
1.00-1.49,I2,J,1500,BOLD
1.00-1.49,I3,J,900,BOLD
1.00-1.49,IF,K,3900,BOLD
1.00-1.49,VVS1,K,3700,BOLD
1.00-1.49,VVS2,K,3500,BOLD
1.00-1.49,VS1,K,3300,BOLD
1.00-1.49,VS2,K,3200,BOLD
1.00-1.49,SI1,K,2900,BOLD
1.00-1.49,SI2,K,2700,BOLD
1.00-1.49,SI3,K,2300,BOLD
1.00-1.49,I1,K,1900,BOLD
1.00-1.49,I2,K,1400,BOLD
1.00-1.49,I3,K,900,BOLD
1.00-1.49,IF,L,3300,BOLD
1.00-1.49,VVS1,L,3100,BOLD
1.00-1.49,VVS2,L,2900,BOLD
1.00-1.49,VS1,L,2800,BOLD
1.00-1.49,VS2,L,2600,BOLD
1.00-1.49,SI1,L,2400,BOLD
1.00-1.49,SI2,L,2200,BOLD
1.00-1.49,SI3,L,2000,BOLD
1.00-1.49,I1,L,1700,BOLD
1.00-1.49,I2,L,1200,BOLD
1.00-1.49,I3,L,900,BOLD
1.00-1.49,IF,M,2700,BOLD
1.00-1.49,VVS1,M,2500,BOLD
1.00-1.49,VVS2,M,2300,BOLD
1.00-1.49,VS1,M,2200,BOLD
1.00-1.49,VS2,M,2100,BOLD
1.00-1.49,SI1,M,1900,BOLD
1.00-1.49,SI2,M,1800,BOLD
1.00-1.49,SI3,M,1800,BOLD
1.00-1.49,I1,M,1400,BOLD
1.00-1.49,I2,M,1000,BOLD
1.00-1.49,I3,M,800,BOLD
1.00-1.49,IF,D,12500,BOLD
1.00-1.49,VVS1,D,10400,BOLD
1.00-1.49,VVS2,D,9400,BOLD
1.00-1.49,VS1,D,8500,BOLD
1.00-1.49,VS2,D,7500,BOLD
1.00-1.49,SI1,D,6300,BOLD
1.00-1.49,SI2,D,5300,BOLD
1.00-1.49,SI3,D,4300,BOLD
1.00-1.49,I1,D,3300,BOLD
1.00-1.49,I2,D,2100,BOLD
1.00-1.49,I3,D,1300,BOLD
1.00-1.49,IF,E,10400,BOLD
1.00-1.49,VVS1,E,9400,BOLD
1.00-1.49,VVS2,E,8700,BOLD
1.00-1.49,VS1,E,8000,BOLD
1.00-1.49,VS2,E,7200,BOLD
1.00-1.49,SI1,E,6000,BOLD
1.00-1.49,SI2,E,5100,BOLD
1.00-1.49,SI3,E,4100,BOLD
1.00-1.49,I1,E,3200,BOLD
1.00-1.49,I2,E,2000,BOLD
1.00-1.49,I3,E,1200,BOLD
1.00-1.49,IF,F,9400,BOLD
1.00-1.49,VVS1,F,8500,BOLD
1.00-1.49,VVS2,F,8000,BOLD
1.00-1.49,VS1,F,7500,BOLD
1.00-1.49,VS2,F,6900,BOLD
1.00-1.49,SI1,F,5700,BOLD
1.00-1.49,SI2,F,4900,BOLD
1.00-1.49,SI3,F,3900,BOLD
1.00-1.49,I1,F,3100,BOLD
1.00-1.49,I2,F,2000,BOLD
1.00-1.49,I3,F,1100,BOLD
1.00-1.49,IF,G,8100,BOLD
1.00-1.49,VVS1,G,7700,BOLD
1.00-1.49,VVS2,G,7300,BOLD
1.00-1.49,VS1,G,7000,BOLD
1.00-1.49,VS2,G,6600,BOLD
1.00-1.49,SI1,G,5400,BOLD
1.00-1.49,SI2,G,4700,BOLD
1.00-1.49,SI3,G,3700,BOLD
1.00-1.49,I1,G,2900,BOLD
1.00-1.49,I2,G,1900,BOLD
1.00-1.49,I3,G,1000,BOLD
1.00-1.49,IF,H,6900,BOLD
1.00-1.49,VVS1,H,6600,BOLD
1.00-1.49,VVS2,H,6300,BOLD
1.00-1.49,VS1,H,6000,BOLD
1.00-1.49,VS2,H,5700,BOLD
1.00-1.49,SI1,H,5000,BOLD
1.00-1.49,SI2,H,4400,BOLD
1.00-1.49,SI3,H,3500,BOLD
1.00-1.49,I1,H,2700,BOLD
1.00-1.49,I2,H,1800,BOLD
1.00-1.49,I3,H,1000,BOLD
1.00-1.49,IF,I,5900,BOLD
1.00-1.49,VVS1,I,5600,BOLD
1.00-1.49,VVS2,I,5400,BOLD
1.00-1.49,VS1,I,5200,BOLD
1.00-1.49,VS2,I,4900,BOLD
1.00-1.49,SI1,I,4400,BOLD
1.00-1.49,SI2,I,4000,BOLD
1.00-1.49,SI3,I,3200,BOLD
1.00-1.49,I1,I,2500,BOLD
1.00-1.49,I2,I,1700,BOLD
1.00-1.49,I3,I,1000,BOLD
1.00-1.49,IF,J,4800,BOLD
1.00-1.49,VVS1,J,4600,BOLD
1.00-1.49,VVS2,J,4400,BOLD
1.00-1.49,VS1,J,4200,BOLD
1.00-1.49,VS2,J,4000,BOLD
1.00-1.49,SI1,J,3600,BOLD
1.00-1.49,SI2,J,3300,BOLD
1.00-1.49,SI3,J,2700,BOLD
1.00-1.49,I1,J,2200,BOLD
1.00-1.49,I2,J,1500,BOLD
1.00-1.49,I3,J,900,BOLD
1.00-1.49,IF,K,3900,BOLD
1.00-1.49,VVS1,K,3700,BOLD
1.00-1.49,VVS2,K,3500,BOLD
1.00-1.49,VS1,K,3300,BOLD
1.00-1.49,VS2,K,3200,BOLD
1.00-1.49,SI1,K,2900,BOLD
1.00-1.49,SI2,K,2700,BOLD
1.00-1.49,SI3,K,2300,BOLD
1.00-1.49,I1,K,1900,BOLD
1.00-1.49,I2,K,1400,BOLD
1.00-1.49,I3,K,900,BOLD
1.00-1.49,IF,L,3300,BOLD
1.00-1.49,VVS1,L,3100,BOLD
1.00-1.49,VVS2,L,2900,BOLD
1.00-1.49,VS1,L,2800,BOLD
1.00-1.49,VS2,L,2600,BOLD
1.00-1.49,SI1,L,2400,BOLD
1.00-1.49,SI2,L,2200,BOLD
1.00-1.49,SI3,L,2000,BOLD
1.00-1.49,I1,L,1700,BOLD
1.00-1.49,I2,L,1200,BOLD
1.00-1.49,I3,L,900,BOLD
1.00-1.49,IF,M,2700,BOLD
1.00-1.49,VVS1,M,2500,BOLD
1.00-1.49,VVS2,M,2300,BOLD
1.00-1.49,VS1,M,2200,BOLD
1.00-1.49,VS2,M,2100,BOLD
1.00-1.49,SI1,M,1900,BOLD
1.00-1.49,SI2,M,1800,BOLD
1.00-1.49,SI3,M,1800,BOLD
1.00-1.49,I1,M,1400,BOLD
1.00-1.49,I2,M,1000,BOLD
1.00-1.49,I3,M,800,BOLD
1.00-1.49,IF,D,12500,BOLD
1.00-1.49,VVS1,D,10400,BOLD
1.00-1.49,VVS2,D,9400,BOLD
1.00-1.49,VS1,D,8500,BOLD
1.00-1.49,VS2,D,7500,BOLD
1.00-1.49,SI1,D,6300,BOLD
1.00-1.49,SI2,D,5300,BOLD
1.00-1.49,SI3,D,4300,BOLD
1.00-1.49,I1,D,3300,BOLD
1.00-1.49,I2,D,2100,BOLD
1.00-1.49,I3,D,1300,BOLD
1.00-1.49,IF,E,10400,BOLD
1.00-1.49,VVS1,E,9400,BOLD
1.00-1.49,VVS2,E,8700,BOLD
1.00-1.49,VS1,E,8000,BOLD
1.00-1.49,VS2,E,7200,BOLD
1.00-1.49,SI1,E,6000,BOLD
1.00-1.49,SI2,E,5100,BOLD
1.00-1.49,SI3,E,4100,BOLD
1.00-1.49,I1,E,3200,BOLD
1.00-1.49,I2,E,2000,BOLD
1.00-1.49,I3,E,1200,BOLD
1.00-1.49,IF,F,9400,BOLD
1.00-1.49,VVS1,F,8500,BOLD
1.00-1.49,VVS2,F,8000,BOLD
1.00-1.49,VS1,F,7500,BOLD
1.00-1.49,VS2,F,6900,BOLD
1.00-1.49,SI1,F,5700,BOLD
1.00-1.49,SI2,F,4900,BOLD
1.00-1.49,SI3,F,3900,BOLD
1.00-1.49,I1,F,3100,BOLD
1.00-1.49,I2,F,2000,BOLD
1.00-1.49,I3,F,1100,BOLD
1.00-1.49,IF,G,8100,BOLD
1.00-1.49,VVS1,G,7700,BOLD
1.00-1.49,VVS2,G,7300,BOLD
1.00-1.49,VS1,G,7000,BOLD
1.00-1.49,VS2,G,6600,BOLD
1.00-1.49,SI1,G,5400,BOLD
1.00-1.49,SI2,G,4700,BOLD
1.00-1.49,SI3,G,3700,BOLD
1.00-1.49,I1,G,2900,BOLD
1.00-1.49,I2,G,1900,BOLD
1.00-1.49,I3,G,1000,BOLD
1.00-1.49,IF,H,6900,BOLD
1.00-1.49,VVS1,H,6600,BOLD
1.00-1.49,VVS2,H,6300,BOLD
1.00-1.49,VS1,H,6000,BOLD
1.00-1.49,VS2,H,5700,BOLD
1.00-1.49,SI1,H,5000,BOLD
1.00-1.49,SI2,H,4400,BOLD
1.00-1.49,SI3,H,3500,BOLD
1.00-1.49,I1,H,2700,BOLD
1.00-1.49,I2,H,1800,BOLD
1.00-1.49,I3,H,1000,BOLD
1.00-1.49,IF,I,5900,BOLD
1.00-1.49,VVS1,I,5600,BOLD
1.00-1.49,VVS2,I,5400,BOLD
1.00-1.49,VS1,I,5200,BOLD
1.00-1.49,VS2,I,4900,BOLD
1.00-1.49,SI1,I,4400,BOLD
1.00-1.49,SI2,I,4000,BOLD
1.00-1.49,SI3,I,3200,BOLD
1.00-1.49,I1,I,2500,BOLD
1.00-1.49,I2,I,1700,BOLD
1.00-1.49,I3,I,1000,BOLD
1.00-1.49,IF,J,4800,BOLD
1.00-1.49,VVS1,J,4600,BOLD
1.00-1.49,VVS2,J,4400,BOLD
1.00-1.49,VS1,J,4200,BOLD
1.00-1.49,VS2,J,4000,BOLD
1.00-1.49,SI1,J,3600,BOLD
1.00-1.49,SI2,J,3300,BOLD
1.00-1.49,SI3,J,2700,BOLD
1.00-1.49,I1,J,2200,BOLD
1.00-1.49,I2,J,1500,BOLD
1.00-1.49,I3,J,900,BOLD
1.00-1.49,IF,K,3900,BOLD
1.00-1.49,VVS1,K,3700,BOLD
1.00-1.49,VVS2,K,3500,BOLD
1.00-1.49,VS1,K,3300,BOLD
1.00-1.49,VS2,K,3200,BOLD
1.00-1.49,SI1,K,2900,BOLD
1.00-1.49,SI2,K,2700,BOLD
1.00-1.49,SI3,K,2300,BOLD
1.00-1.49,I1,K,1900,BOLD
1.00-1.49,I2,K,1400,BOLD
1.00-1.49,I3,K,900,BOLD
1.00-1.49,IF,L,3300,BOLD
1.00-1.49,VVS1,L,3100,BOLD
1.00-1.49,VVS2,L,2900,BOLD
1.00-1.49,VS1,L,2800,BOLD
1.00-1.49,VS2,L,2600,BOLD
1.00-1.49,SI1,L,2400,BOLD
1.00-1.49,SI2,L,2200,BOLD
1.00-1.49,SI3,L,2000,BOLD
1.00-1.49,I1,L,1700,BOLD
1.00-1.49,I2,L,1200,BOLD
1.00-1.49,I3,L,900,BOLD
1.00-1.49,IF,M,2700,BOLD
1.00-1.49,VVS1,M,2500,BOLD
1.00-1.49,VVS2,M,2300,BOLD
1.00-1.49,VS1,M,2200,BOLD
1.00-1.49,VS2,M,2100,BOLD
1.00-1.49,SI1,M,1900,BOLD
1.00-1.49,SI2,M,1800,BOLD
1.00-1.49,SI3,M,1800,BOLD
1.00-1.49,I1,M,1400,BOLD
1.00-1.49,I2,M,1000,BOLD
1.00-1.49,I3,M,800,BOLD
1.00-1.49,IF,D,12500,BOLD
1.00-1.49,VVS1,D,10400,BOLD
1.00-1.49,VVS2,D,9400,BOLD
1.00-1.49,VS1,D,8500,BOLD
1.00-1.49,VS2,D,7500,BOLD
1.00-1.49,SI1,D,6300,BOLD
1.00-1.49,SI2,D,5300,BOLD
1.00-1.49,SI3,D,4300,BOLD
1.00-1.49,I1,D,3300,BOLD
1.00-1.49,I2,D,2100,BOLD
1.00-1.49,I3,D,1300,BOLD
1.00-1.49,IF,E,10400,BOLD
1.00-1.49,VVS1,E,9400,BOLD
1.00-1.49,VVS2,E,8700,BOLD
1.00-1.49,VS1,E,8000,BOLD
1.00-1.49,VS2,E,7200,BOLD
1.00-1.49,SI1,E,6000,BOLD
1.00-1.49,SI2,E,5100,BOLD
1.00-1.49,SI3,E,4100,BOLD
1.00-1.49,I1,E,3200,BOLD
1.00-1.49,I2,E,2000,BOLD
1.00-1.49,I3,E,1200,BOLD
1.00-1.49,IF,F,9400,BOLD
1.00-1.49,VVS1,F,8500,BOLD
1.00-1.49,VVS2,F,8000,BOLD
1.00-1.49,VS1,F,7500,BOLD
1.00-1.49,VS2,F,6900,BOLD
1.00-1.49,SI1,F,5700,BOLD
1.00-1.49,SI2,F,4900,BOLD
1.00-1.49,SI3,F,3900,BOLD
1.00-1.49,I1,F,3100,BOLD
1.00-1.49,I2,F,2000,BOLD
1.00-1.49,I3,F,1100,BOLD
1.00-1.49,IF,G,8100,BOLD
1.00-1.49,VVS1,G,7700,BOLD
1.00-1.49,VVS2,G,7300,BOLD
1.00-1.49,VS1,G,7000,BOLD
1.00-1.49,VS2,G,6600,BOLD
1.00-1.49,SI1,G,5400,BOLD
1.00-1.49,SI2,G,4700,BOLD
1.00-1.49,SI3,G,3700,BOLD
1.00-1.49,I1,G,2900,BOLD
1.00-1.49,I2,G,1900,BOLD
1.00-1.49,I3,G,1000,BOLD
1.00-1.49,IF,H,6900,BOLD
1.00-1.49,VVS1,H,6600,BOLD
1.00-1.49,VVS2,H,6300,BOLD
1.00-1.49,VS1,H,6000,BOLD
1.00-1.49,VS2,H,5700,BOLD
1.00-1.49,SI1,H,5000,BOLD
1.00-1.49,SI2,H,4400,BOLD
1.00-1.49,SI3,H,3500,BOLD
1.00-1.49,I1,H,2700,BOLD
1.00-1.49,I2,H,1800,BOLD
1.00-1.49,I3,H,1000,BOLD
1.00-1.49,IF,I,5900,BOLD
1.00-1.49,VVS1,I,5600,BOLD
1.00-1.49,VVS2,I,5400,BOLD
1.00-1.49,VS1,I,5200,BOLD
1.00-1.49,VS2,I,4900,BOLD
1.00-1.49,SI1,I,4400,BOLD
1.00-1.49,SI2,I,4000,BOLD
1.00-1.49,SI3,I,3200,BOLD
1.00-1.49,I1,I,2500,BOLD
1.00-1.49,I2,I,1700,BOLD
1.00-1.49,I3,I,1000,BOLD
1.00-1.49,IF,J,4800,BOLD
1.00-1.49,VVS1,J,4600,BOLD
1.00-1.49,VVS2,J,4400,BOLD
1.00-1.49,VS1,J,4200,BOLD
1.00-1.49,VS2,J,4000,BOLD
1.00-1.49,SI1,J,3600,BOLD
1.00-1.49,SI2,J,3300,BOLD
1.00-1.49,SI3,J,2700,BOLD
1.00-1.49,I1,J,2200,BOLD
1.00-1.49,I2,J,1500,BOLD
1.00-1.49,I3,J,900,BOLD
1.00-1.49,IF,K,3900,BOLD
1.00-1.49,VVS1,K,3700,BOLD
1.00-1.49,VVS2,K,3500,BOLD
1.00-1.49,VS1,K,3300,BOLD
1.00-1.49,VS2,K,3200,BOLD
1.00-1.49,SI1,K,2900,BOLD
1.00-1.49,SI2,K,2700,BOLD
1.00-1.49,SI3,K,2300,BOLD
1.00-1.49,I1,K,1900,BOLD
1.00-1.49,I2,K,1400,BOLD
1.00-1.49,I3,K,900,BOLD
1.00-1.49,IF,L,3300,BOLD
1.00-1.49,VVS1,L,3100,BOLD
1.00-1.49,VVS2,L,2900,BOLD
1.00-1.49,VS1,L,2800,BOLD
1.00-1.49,VS2,L,2600,BOLD
1.00-1.49,SI1,L,2400,BOLD
1.00-1.49,SI2,L,2200,BOLD
1.00-1.49,SI3,L,2000,BOLD
1.00-1.49,I1,L,1700,BOLD
1.00-1.49,I2,L,1200,BOLD
1.00-1.49,I3,L,900,BOLD
1.00-1.49,IF,M,2700,BOLD
1.00-1.49,VVS1,M,2500,BOLD
1.00-1.49,VVS2,M,2300,BOLD
1.00-1.49,VS1,M,2200,BOLD
1.00-1.49,VS2,M,2100,BOLD
1.00-1.49,SI1,M,1900,BOLD
1.00-1.49,SI2,M,1800,BOLD
1.00-1.49,SI3,M,1800,BOLD
1.00-1.49,I1,M,1400,BOLD
1.00-1.49,I2,M,1000,BOLD
1.00-1.49,I3,M,800,BOLD
1.00-1.49,IF,D,12500,BOLD
1.00-1.49,VVS1,D,10400,BOLD
1.00-1.49,VVS2,D,9400,BOLD
1.00-1.49,VS1,D,8500,BOLD
1.00-1.49,VS2,D,7500,BOLD
1.00-1.49,SI1,D,6300,BOLD
1.00-1.49,SI2,D,5300,BOLD
1.00-1.49,SI3,D,4300,BOLD
1.00-1.49,I1,D,3300,BOLD
1.00-1.49,I2,D,2100,BOLD
1.00-1.49,I3,D,1300,BOLD
1.00-1.49,IF,E,10400,BOLD
1.00-1.49,VVS1,E,9400,BOLD
1.00-1.49,VVS2,E,8700,BOLD
1.00-1.49,VS1,E,8000,BOLD
1.00-1.49,VS2,E,7200,BOLD
1.00-1.49,SI1,E,6000,BOLD
1.00-1.49,SI2,E,5100,BOLD
1.00-1.49,SI3,E,4100,BOLD
1.00-1.49,I1,E,3200,BOLD
1.00-1.49,I2,E,2000,BOLD
1.00-1.49,I3,E,1200,BOLD
1.00-1.49,IF,F,9400,BOLD
1.00-1.49,VVS1,F,8500,BOLD
1.00-1.49,VVS2,F,8000,BOLD
1.00-1.49,VS1,F,7500,BOLD
1.00-1.49,VS2,F,6900,BOLD
1.00-1.49,SI1,F,5700,BOLD
1.00-1.49,SI2,F,4900,BOLD
1.00-1.49,SI3,F,3900,BOLD
1.00-1.49,I1,F,3100,BOLD
1.00-1.49,I2,F,2000,BOLD
1.00-1.49,I3,F,1100,BOLD
1.00-1.49,IF,G,8100,BOLD
1.00-1.49,VVS1,G,7700,BOLD
1.00-1.49,VVS2,G,7300,BOLD
1.00-1.49,VS1,G,7000,BOLD
1.00-1.49,VS2,G,6600,BOLD
1.00-1.49,SI1,G,5400,BOLD
1.00-1.49,SI2,G,4700,BOLD
1.00-1.49,SI3,G,3700,BOLD
1.00-1.49,I1,G,2900,BOLD
1.00-1.49,I2,G,1900,BOLD
1.00-1.49,I3,G,1000,BOLD
1.00-1.49,IF,H,6900,BOLD
1.00-1.49,VVS1,H,6600,BOLD
1.00-1.49,VVS2,H,6300,BOLD
1.00-1.49,VS1,H,6000,BOLD
1.00-1.49,VS2,H,5700,BOLD
1.00-1.49,SI1,H,5000,BOLD
1.00-1.49,SI2,H,4400,BOLD
1.00-1.49,SI3,H,3500,BOLD
1.00-1.49,I1,H,2700,BOLD
1.00-1.49,I2,H,1800,BOLD
1.00-1.49,I3,H,1000,BOLD
1.00-1.49,IF,I,5900,BOLD
1.00-1.49,VVS1,I,5600,BOLD
1.00-1.49,VVS2,I,5400,BOLD
1.00-1.49,VS1,I,5200,BOLD
1.00-1.49,VS2,I,4900,BOLD
1.00-1.49,SI1,I,4400,BOLD
1.00-1.49,SI2,I,4000,BOLD
1.00-1.49,SI3,I,3200,BOLD
1.00-1.49,I1,I,2500,BOLD
1.00-1.49,I2,I,1700,BOLD
1.00-1.49,I3,I,1000,BOLD
